Name,City,MinPrice,MaxPrice,Currency,Cuisine,Longitude,Latitude,PhoneNumber,Url,WebsiteUrl,Award, Converted MinPrice , Converted MaxPrice ,Country,Region
Ibaya,Soldeu,110,145,EUR,"Creative, Modern Cuisine",1.6709488,42.5755768,376870670,https://guide.michelin.com/en/canillo/soldeu/restaurant/ibaya,http://www.sporthotels.ad,1 MICHELIN Star,$121.61 ,$160.30 , Andorra,Europe
Celler d'en Toni,Andorra la Vella,72,72,EUR,Contemporary,1.531772,42.507145,376862750,https://guide.michelin.com/en/andorra-la-vella-region/andorra-la-vella/restaurant/celler-d-en-toni,http://www.cellerdentoni.com,Bib Gourmand,$79.60 ,$79.60 , Andorra,Europe
Amador,Vienna,265,265,EUR,"Creative, Contemporary",16.3586003,48.2540114,4.37E+11,https://guide.michelin.com/en/vienna/wien/restaurant/amador,http://www.restaurant-amador.com/,3 MICHELIN Stars,$292.96 ,$292.96 , Austria,Europe
SENNS.Restaurant,Salzburg,85,205,EUR,Creative,13.0634487,47.8360718,4.37E+11,https://guide.michelin.com/en/salzburg-region/salzburg/restaurant/senns-restaurant,https://www.senns.restaurant/,2 MICHELIN Stars,$93.97 ,$226.63 , Austria,Europe
Ikarus,Salzburg,140,210,EUR,Creative,13.007903,47.7935605,4366221970,https://guide.michelin.com/en/salzburg-region/salzburg/restaurant/ikarus,https://www.hangar-7.com/,2 MICHELIN Stars,$154.77 ,$232.16 , Austria,Europe
Silvio Nickol Gourmet Restaurant,Vienna,160,180,EUR,Modern Cuisine,16.3770073,48.2058003,43151818130,https://guide.michelin.com/en/vienna/wien/restaurant/silvio-nickol-gourmet-restaurant,https://www.palais-coburg.com/,2 MICHELIN Stars,$176.88 ,$198.99 , Austria,Europe
Steirereck im Stadtpark,Vienna,135,185,EUR,"Creative, Contemporary",16.3815669,48.2043967,4317133168,https://guide.michelin.com/en/vienna/wien/restaurant/steirereck-im-stadtpark,https://www.steirereck.at/,2 MICHELIN Stars,$149.24 ,$204.52 , Austria,Europe
Mraz & Sohn,Vienna,145,145,EUR,Creative,16.3762794,48.2313246,4313304594,https://guide.michelin.com/en/vienna/wien/restaurant/mraz-sohn,https://www.mrazundsohn.at/,2 MICHELIN Stars,$160.30 ,$160.30 , Austria,Europe
Konstantin Filippou,Vienna,56,189,EUR,Modern Cuisine,16.3797942,48.2107279,4315122229,https://guide.michelin.com/en/vienna/wien/restaurant/konstantin-filippou,https://www.konstantinfilippou.com/,2 MICHELIN Stars,$61.91 ,$208.94 , Austria,Europe
Esszimmer,Salzburg,45,128,EUR,"Creative, Classic Cuisine",13.0341933,47.8066955,43662870899,https://guide.michelin.com/en/salzburg-region/salzburg/restaurant/esszimmer,https://www.esszimmer.com/,1 MICHELIN Star,$49.75 ,$141.51 , Austria,Europe
The Glass Garden,Salzburg,63,163,EUR,Modern Cuisine,13.03569,47.8039566,4.37E+11,https://guide.michelin.com/en/salzburg-region/salzburg/restaurant/the-glass-garden,https://www.monchstein.at/,1 MICHELIN Star,$69.65 ,$180.20 , Austria,Europe
Pfefferschiff,Salzburg,65,189,EUR,Classic Cuisine,13.0790652,47.8379197,43662661242,https://guide.michelin.com/en/salzburg-region/salzburg/restaurant/pfefferschiff,https://www.pfefferschiff.at/,1 MICHELIN Star,$71.86 ,$208.94 , Austria,Europe
APRON,Vienna,99,135,EUR,"Creative, Seasonal Cuisine",16.3767832,48.199514,4319074747,https://guide.michelin.com/en/vienna/wien/restaurant/apron,https://www.restaurant-apron.at/,1 MICHELIN Star,$109.45 ,$149.24 , Austria,Europe
Walter Bauer,Vienna,59,79,EUR,Classic Cuisine,16.3768561,48.2092406,4315129871,https://guide.michelin.com/en/vienna/wien/restaurant/walter-bauer,,1 MICHELIN Star,$65.23 ,$87.34 , Austria,Europe
TIAN,Vienna,120,140,EUR,Vegetarian,16.3745163,48.2051767,4318904665,https://guide.michelin.com/en/vienna/wien/restaurant/tian,https://www.tian-restaurant.com/,1 MICHELIN Star,$132.66 ,$154.77 , Austria,Europe
SHIKI,Vienna,115,145,EUR,Japanese,16.3710135,48.2041253,4315127397,https://guide.michelin.com/en/vienna/wien/restaurant/shiki,https://www.shiki.at/,1 MICHELIN Star,$127.13 ,$160.30 , Austria,Europe
Edvard,Vienna,100,138,EUR,"Creative, Modern Cuisine",16.3681893,48.2162673,4312361000,https://guide.michelin.com/en/vienna/wien/restaurant/edvard,https://www.kempinski.com/vienna,1 MICHELIN Star,$110.55 ,$152.56 , Austria,Europe
[aend],Vienna,155,177,EUR,Modern Cuisine,16.3410168,48.1896429,4315953416,https://guide.michelin.com/en/vienna/wien/restaurant/aend,https://www.aend.at/,1 MICHELIN Star,$171.35 ,$195.68 , Austria,Europe
Pramerl & the Wolf,Vienna,110,130,EUR,Creative,16.3648326,48.2220879,4319464139,https://guide.michelin.com/en/vienna/wien/restaurant/pramerl-the-wolf,https://www.pramerlandthewolf.com/,1 MICHELIN Star,$121.61 ,$143.72 , Austria,Europe
Kilian Stuba,Hirschegg,110,140,EUR,Creative,10.1719794,47.3486576,4.36E+11,https://guide.michelin.com/en/styria/hirschegg/restaurant/kilian-stuba,https://www.travelcharme.com/,1 MICHELIN Star,$121.61 ,$154.77 , Austria,Europe
Brandstätter,Salzburg,75,75,EUR,"Country cooking, International",13.010198,47.8267276,43662434535,https://guide.michelin.com/en/salzburg-region/salzburg/restaurant/brandstatter,https://www.hotel-brandstaetter.com/,Bib Gourmand,$82.91 ,$82.91 , Austria,Europe
Gasthof Auerhahn,Salzburg,32,64,EUR,Country cooking,13.048637,47.8206463,43662451052,https://guide.michelin.com/en/salzburg-region/salzburg/restaurant/gasthof-auerhahn,https://www.auerhahn-salzburg.at/,Bib Gourmand,$35.38 ,$70.75 , Austria,Europe
Reinhartshuber Im Gwandhaus,Salzburg,31,84,EUR,Classic Cuisine,13.0576525,47.7793078,4.37E+12,https://guide.michelin.com/en/salzburg-region/salzburg/restaurant/reinhartshuber-im-gwandhaus,http://www.restaurant-reinhartshuber.at,Bib Gourmand,$34.27 ,$92.86 , Austria,Europe
DiningRuhm,Vienna,29,115,EUR,Fusion,16.3647424,48.1903564,4319452224,https://guide.michelin.com/en/vienna/wien/restaurant/diningruhm,https://www.diningruhm.at/,Bib Gourmand,$32.06 ,$127.13 , Austria,Europe
MAST Weinbistro,Vienna,43,69,EUR,Austrian,16.361521,48.2249667,4319226679,https://guide.michelin.com/en/vienna/wien/restaurant/mast-weinbistro,https://www.mast.wine/,Bib Gourmand,$47.54 ,$76.28 , Austria,Europe
Vestibül,Vienna,33,89,EUR,International,16.3613574,48.2107038,4315324999,https://guide.michelin.com/en/vienna/wien/restaurant/vestibul,https://www.vestibuel.at/,Bib Gourmand,$36.48 ,$98.39 , Austria,Europe
Woracziczky,Vienna,47,47,EUR,Austrian,16.3530588,48.189256,4.37E+12,https://guide.michelin.com/en/vienna/wien/restaurant/woracziczky,http://www.woracziczky.at/,Bib Gourmand,$51.96 ,$51.96 , Austria,Europe
Meierei im Stadtpark,Vienna,50,70,EUR,Austrian,16.3812147,48.2045107,4.32E+11,https://guide.michelin.com/en/vienna/wien/restaurant/meierei-im-stadtpark,https://www.steirereck.at/,Bib Gourmand,$55.28 ,$77.39 , Austria,Europe
Mochi,Vienna,30,60,EUR,Japanese,16.3818079,48.2135968,4319251380,https://guide.michelin.com/en/vienna/wien/restaurant/mochi,https://www.mochi.at/,Bib Gourmand,$33.17 ,$66.33 , Austria,Europe
Gasthaus Seidl,Vienna,39,59,EUR,"Traditional Cuisine, Market Cuisine",16.3873555,48.1973068,4317131781,https://guide.michelin.com/en/vienna/wien/restaurant/gasthaus-seidl,https://www.gasthaus-seidl.at/,Bib Gourmand,$43.11 ,$65.23 , Austria,Europe
Carnozet,Hirschegg,39,59,EUR,Country cooking,10.1717676,47.3486478,4355176080,https://guide.michelin.com/en/styria/hirschegg/restaurant/carnozet,https://www.travelcharme.com/,Bib Gourmand,$43.11 ,$65.23 , Austria,Europe
Humbachstube im Alpenhof Jäger,Riezlern,39,95,EUR,Country cooking,10.1996801,47.3668156,4355175234,https://guide.michelin.com/en/vorarlberg/riezlern/restaurant/humbachstube-im-alpenhof-jager,https://www.alpenhof-jaeger.de/,Bib Gourmand,$43.11 ,$105.02 , Austria,Europe
Zilte,Antwerpen,195,330,EUR,Creative,4.4049639,51.2287189,3232834040,https://guide.michelin.com/en/antwerpen/be-antwerpen/restaurant/t-zilte,https://www.zilte.be/,3 MICHELIN Stars,$215.57 ,$364.82 , Belgium,Europe
Hof van Cleve,Kruishoutem,295,530,EUR,Creative,3.5098648,50.9039501,3293835848,https://guide.michelin.com/en/oost-vlaanderen/kruishoutem/restaurant/hof-van-cleve,https://www.hofvancleve.com/,3 MICHELIN Stars,$326.13 ,$585.92 , Belgium,Europe
bon bon,Woluwe-Saint-Pierre,235,245,EUR,"Creative, Organic",4.44663,50.822776,3223466615,https://guide.michelin.com/en/bruxelles-capitale/woluwe-saint-pierre/restaurant/bon-bon,https://www.restaurant-bon-bon.be/,2 MICHELIN Stars,$259.80 ,$270.85 , Belgium,Europe
De Jonkman,Sint-Kruis,75,315,EUR,Creative,3.2777835,51.207236,3250360767,https://guide.michelin.com/en/west-vlaanderen/sint-kruis/restaurant/de-jonkman,https://www.dejonkman.be/,2 MICHELIN Stars,$82.91 ,$348.24 , Belgium,Europe
d'Eugénie à Emilie,Baudour,85,170,EUR,"Classic French, Traditional Cuisine",3.8379089,50.4833038,3265613170,https://guide.michelin.com/en/hainaut/baudour/restaurant/d-eugenie-a-emilie,http://www.fernez.com/deugenie-a-emilie,2 MICHELIN Stars,$93.97 ,$187.94 , Belgium,Europe
L'Eau Vive,Arbre,60,165,EUR,"Modern French, Modern Cuisine",4.8469885,50.3636851,3281411151,https://guide.michelin.com/en/namur/arbre/restaurant/l-eau-vive,https://www.eau-vive.be/,2 MICHELIN Stars,$66.33 ,$182.41 , Belgium,Europe
Hostellerie Le Fox,De Panne,69,180,EUR,Creative French,2.591914,51.1035368,3258412855,https://guide.michelin.com/en/west-vlaanderen/de-panne/restaurant/hostellerie-le-fox,http://www.hotelfox.be/,2 MICHELIN Stars,$76.28 ,$198.99 , Belgium,Europe
Nuance,Duffel,75,215,EUR,Creative,4.505835,51.0957136,3215634265,https://guide.michelin.com/en/antwerpen/duffel/restaurant/nuance,https://www.resto-nuance.be/,2 MICHELIN Stars,$82.91 ,$237.69 , Belgium,Europe
La Durée,Izegem,100,232,EUR,"Creative, Modern Cuisine",3.1957708,50.9120191,3251310031,https://guide.michelin.com/en/west-vlaanderen/izegem/restaurant/la-duree,https://www.laduree.be/,2 MICHELIN Stars,$110.55 ,$256.48 , Belgium,Europe
L'Air du Temps,Liernu,95,210,EUR,"Creative, Modern Cuisine",4.8329862,50.5927328,3281813048,https://guide.michelin.com/en/namur/liernu/restaurant/l-air-du-temps371956,https://www.airdutemps.be/,2 MICHELIN Stars,$105.02 ,$232.16 , Belgium,Europe
Le Chalet de la Forêt,Uccle,79,207,EUR,Creative,4.3868414,50.7842411,3223745416,https://guide.michelin.com/en/bruxelles-capitale/uccle/restaurant/le-chalet-de-la-foret,https://www.lechaletdelaforet.be/,2 MICHELIN Stars,$87.34 ,$228.84 , Belgium,Europe
Bartholomeus,Heist,210,210,EUR,Modern Cuisine,3.2436215,51.341769,3250517576,https://guide.michelin.com/en/west-vlaanderen/heist/restaurant/bartholomeus,https://www.restaurantbartholomeus.be/,2 MICHELIN Stars,$232.16 ,$232.16 , Belgium,Europe
Vrijmoed,Gent,69,203,EUR,"Creative, Modern Cuisine",3.7288256,51.0511061,3292799977,https://guide.michelin.com/en/oost-vlaanderen/gent/restaurant/vrijmoed,https://www.vrijmoed.be/,2 MICHELIN Stars,$76.28 ,$224.42 , Belgium,Europe
The Jane,Antwerpen,230,230,EUR,Creative,4.4233593,51.2023273,3238084465,https://guide.michelin.com/en/antwerpen/be-antwerpen/restaurant/the-jane,https://www.thejaneantwerp.com/,2 MICHELIN Stars,$254.27 ,$254.27 , Belgium,Europe
Ralf Berendsen,Neerharen,130,245,EUR,Creative,5.6676398,50.9152264,3289739770,https://guide.michelin.com/en/be-limburg/neerharen/restaurant/ralf-berendsen,https://www.labutteauxbois.be/restaurant-ralfberendsen/,2 MICHELIN Stars,$143.72 ,$270.85 , Belgium,Europe
La Table de Maxime,Our,70,167,EUR,Modern Cuisine,5.122613,49.959957,3261239510,https://guide.michelin.com/en/be-luxembourg/our/restaurant/la-table-de-maxime,https://www.maximecollard.be/,2 MICHELIN Stars,$77.39 ,$184.62 , Belgium,Europe
Comme chez Soi,Brussels,69,298,EUR,Classic Cuisine,4.3459079,50.8423511,3225122921,https://guide.michelin.com/en/bruxelles-capitale/bruxelles/restaurant/comme-chez-soi113872,https://www.commechezsoi.be/,2 MICHELIN Stars,$76.28 ,$329.44 , Belgium,Europe
Boury,Roeselare,100,160,EUR,Creative French,3.1403981,50.9374466,3251626462,https://guide.michelin.com/en/west-vlaanderen/roeselare/restaurant/boury,https://www.restaurantboury.be/,2 MICHELIN Stars,$110.55 ,$176.88 , Belgium,Europe
Slagmolen,Opglabbeek,80,185,EUR,Traditional Cuisine,5.6159232,51.0431658,3289854888,https://guide.michelin.com/en/be-limburg/opglabbeek/restaurant/slagmolen,https://www.slagmolen.be/,2 MICHELIN Stars,$88.44 ,$204.52 , Belgium,Europe
Hostellerie St-Nicolas,Elverdinge,55,195,EUR,Creative,2.818281,50.8857292,3257200622,https://guide.michelin.com/en/west-vlaanderen/elverdinge/restaurant/hostellerie-st-nicolas,https://www.hostellerie-stnicolas.com/,2 MICHELIN Stars,$60.80 ,$215.57 , Belgium,Europe
Castor,Beveren-Leie,55,161,EUR,Modern French,3.3430165,50.8720569,3256190121,https://guide.michelin.com/en/west-vlaanderen/beveren-leie/restaurant/castor,https://www.cas-tor.be/,2 MICHELIN Stars,$60.80 ,$177.99 , Belgium,Europe
Pastorale,Reet,85,195,EUR,Creative,4.4152963,51.1008376,3238446526,https://guide.michelin.com/en/antwerpen/reet/restaurant/pastorale,https://www.depastorale.be/,2 MICHELIN Stars,$93.97 ,$215.57 , Belgium,Europe
Château du Mylord,Ellezelles,95,270,EUR,Contemporary,3.6736201,50.7298541,3268542602,https://guide.michelin.com/en/hainaut/ellezelles/restaurant/chateau-du-mylord,https://www.mylord.be/,2 MICHELIN Stars,$105.02 ,$298.49 , Belgium,Europe
Cuchara,Lommel,175,215,EUR,"Creative, Modern Cuisine",5.3097212,51.2309534,3211757435,https://guide.michelin.com/en/be-limburg/lommel/restaurant/cuchara,https://www.cuchara.be/,2 MICHELIN Stars,$193.46 ,$237.69 , Belgium,Europe
La Paix,Anderlecht,105,235,EUR,"Asian Influences, Creative",4.3281195,50.8437035,3225230958,https://guide.michelin.com/en/bruxelles-capitale/anderlecht/restaurant/la-paix203164,https://www.lapaix.eu/,2 MICHELIN Stars,$116.08 ,$259.80 , Belgium,Europe
Le Comptoir de Marie,Mons,30,75,EUR,Spanish,3.951299,50.4545069,3265872949,https://guide.michelin.com/en/hainaut/mons/restaurant/le-comptoir-de-marie,https://www.lecomptoirdemarie.be/,1 MICHELIN Star,$33.17 ,$82.91 , Belgium,Europe
The Butcher's son,Antwerpen,68,94,EUR,"Traditional Cuisine, Meats and Grills",4.4157849,51.1994236,3232301638,https://guide.michelin.com/en/antwerpen/be-antwerpen/restaurant/the-butcher-s-son,https://www.thebutchersson.be/,1 MICHELIN Star,$75.17 ,$103.92 , Belgium,Europe
't Fornuis,Antwerpen,150,150,EUR,Classic Cuisine,4.3994483,51.2190389,3232336270,https://guide.michelin.com/en/antwerpen/be-antwerpen/restaurant/t-fornuis,,1 MICHELIN Star,$165.83 ,$165.83 , Belgium,Europe
San Daniele,Ganshoren,55,140,EUR,Italian,4.3133929,50.8682699,3224267923,https://guide.michelin.com/en/bruxelles-capitale/ganshoren/restaurant/san-daniele,https://www.san-daniele.be/,1 MICHELIN Star,$60.80 ,$154.77 , Belgium,Europe
Libertine,Erpe,48,175,EUR,"French, Seasonal Cuisine",3.9900792,50.9408064,3253410268,https://guide.michelin.com/en/oost-vlaanderen/erpe/restaurant/libertine,https://www.restaurantlibertine.be/,1 MICHELIN Star,$53.06 ,$193.46 , Belgium,Europe
L'Envie,Sint-Denijs,44,105,EUR,Modern French,3.3705692,50.7499139,3256221983,https://guide.michelin.com/en/west-vlaanderen/sint-denijs/restaurant/l-envie,https://www.lenvie-restaurant.be/,1 MICHELIN Star,$48.64 ,$116.08 , Belgium,Europe
"Cuines,33",Knokke,58,125,EUR,Creative,3.2879658,51.3394371,3250606069,https://guide.michelin.com/en/west-vlaanderen/knokke/restaurant/cuines-33,https://www.cuines33.be/,1 MICHELIN Star,$64.12 ,$138.19 , Belgium,Europe
Aux petits oignons,Jodoigne,37,88,EUR,Modern Cuisine,4.879794,50.7418915,3210760078,https://guide.michelin.com/en/brabant-wallon/jodoigne/restaurant/aux-petits-oignons,https://www.auxpetitsoignons.be/,1 MICHELIN Star,$40.90 ,$97.29 , Belgium,Europe
Zet'Joe by Geert Van Hecke,Brugge,73,147,EUR,Creative French,3.2321611,51.2097162,3250338259,https://guide.michelin.com/en/west-vlaanderen/brugge/restaurant/zet-joe-by-geert-van-hecke,https://www.zetjoe.be/,1 MICHELIN Star,$80.70 ,$162.51 , Belgium,Europe
't Korennaer,Nieuwkerken-Waas,55,125,EUR,Modern Cuisine,4.1781069,51.1929468,3237780845,https://guide.michelin.com/en/oost-vlaanderen/nieuwkerken-waas/restaurant/t-korennaer,https://www.korennaer.be/,1 MICHELIN Star,$60.80 ,$138.19 , Belgium,Europe
Benoit en Bernard Dewitte,Ouwegem,77,117,EUR,Modern French,3.606346,50.9133244,3293845652,https://guide.michelin.com/en/oost-vlaanderen/ouwegem/restaurant/benoit-en-bernard-dewitte,https://www.benoitdewitte.be/,1 MICHELIN Star,$85.12 ,$129.34 , Belgium,Europe
Philippe Fauchet,Saint-Georges-sur-Meuse,65,135,EUR,Creative,5.3712656,50.6096505,3242595939,https://guide.michelin.com/en/liege/saint-georges-sur-meuse/restaurant/philippe-fauchet,https://www.philippefauchet.be/,1 MICHELIN Star,$71.86 ,$149.24 , Belgium,Europe
l'Essentiel,Temploux,39,94,EUR,Creative French,4.7387117,50.4754247,3281568616,https://guide.michelin.com/en/namur/temploux/restaurant/l-essentiel210192,https://www.lessentiel.be/,1 MICHELIN Star,$43.11 ,$103.92 , Belgium,Europe
Bistrot du Nord,Antwerpen,145,145,EUR,Traditional Cuisine,4.418618,51.227654,3232334549,https://guide.michelin.com/en/antwerpen/be-antwerpen/restaurant/bistrot-du-nord,https://www.bistrotdunord.be/,1 MICHELIN Star,$160.30 ,$160.30 , Belgium,Europe
Alain Bianchin,Overijse,48,160,EUR,"Modern French, Creative French",4.4819428,50.793583,3226576788,https://guide.michelin.com/en/vlaams-brabant/overijse/restaurant/alain-bianchin,https://www.alainbianchin.be/,1 MICHELIN Star,$53.06 ,$176.88 , Belgium,Europe
EED,Leuven,115,115,EUR,Modern Cuisine,4.7024848,50.880639,3216190614,https://guide.michelin.com/en/vlaams-brabant/leuven/restaurant/eed,https://www.eedleuven.be/,1 MICHELIN Star,$127.13 ,$127.13 , Belgium,Europe
Hostellerie Le Prieuré Saint-Géry,Solre-Saint-Géry,55,130,EUR,Creative,4.2434926,50.2176067,3271589700,https://guide.michelin.com/en/hainaut/solre-saint-gry/restaurant/hostellerie-le-prieure-saint-gery,https://www.prieurestgery.be/,1 MICHELIN Star,$60.80 ,$143.72 , Belgium,Europe
Hofke van Bazel,Bazel,48,124,EUR,"Market Cuisine, Seasonal Cuisine",4.3002815,51.1471664,3237441140,https://guide.michelin.com/en/oost-vlaanderen/bazel/restaurant/hofke-van-bazel,https://www.hofkevanbazel.be/,1 MICHELIN Star,$53.06 ,$137.08 , Belgium,Europe
La Canne en Ville,Ixelles,57,163,EUR,Market Cuisine,4.3561099,50.8204237,3223472926,https://guide.michelin.com/en/bruxelles-capitale/ixelles/restaurant/la-canne-en-ville,https://www.lacanneenville.be/,1 MICHELIN Star,$63.01 ,$180.20 , Belgium,Europe
Vol-Ver,Marke,45,95,EUR,Traditional Cuisine,3.2351421,50.7970808,3256498592,https://guide.michelin.com/en/west-vlaanderen/marke/restaurant/vol-ver,https://www.vol-ver.be/,1 MICHELIN Star,$49.75 ,$105.02 , Belgium,Europe
Sir Kwinten,Sint-Kwintens-Lennik,49,115,EUR,Modern Cuisine,4.1554453,50.8056605,3225828992,https://guide.michelin.com/en/vlaams-brabant/sint-kwintens-lennik/restaurant/sir-kwinten,https://www.sirkwinten.be/,1 MICHELIN Star,$54.17 ,$127.13 , Belgium,Europe
Le Pré des Oréades,Spa,58,89,EUR,Classic French,5.8513194,50.4805268,3287771866,https://guide.michelin.com/en/liege/spa/restaurant/le-pre-des-oreades,https://www.lepredesoreades.be/,1 MICHELIN Star,$64.12 ,$98.39 , Belgium,Europe
Le Cor de Chasse,Wéris,45,105,EUR,Creative,5.52895,50.32426,3286211498,https://guide.michelin.com/en/be-luxembourg/wris/restaurant/le-cor-de-chasse,https://www.lecordechasse.be/,1 MICHELIN Star,$49.75 ,$116.08 , Belgium,Europe
't Overhamme,Aalst,55,95,EUR,Modern Cuisine,4.0662034,50.928478,3253778599,https://guide.michelin.com/en/oost-vlaanderen/aalst/restaurant/t-overhamme,https://www.toverhamme.be/,1 MICHELIN Star,$60.80 ,$105.02 , Belgium,Europe
Michel,Groot-Bijgaarden,55,140,EUR,Modern French,4.2674168,50.8716705,3224666591,https://guide.michelin.com/en/vlaams-brabant/groot-bijgaarden/restaurant/michel209484,https://www.restaurant-michel.be/,1 MICHELIN Star,$60.80 ,$154.77 , Belgium,Europe
Attablez-vous,Namur,42,105,EUR,"Creative French, Modern French",4.8540444,50.444706,3281201023,https://guide.michelin.com/en/namur/namur/restaurant/attablez-vous,https://www.attablezvous.be/,1 MICHELIN Star,$46.43 ,$116.08 , Belgium,Europe
Eyckerhof,Bornem,49,110,EUR,Modern French,4.2897743,51.0848511,3238890718,https://guide.michelin.com/en/antwerpen/bornem/restaurant/eyckerhof,https://www.eyckerhof.be/,1 MICHELIN Star,$54.17 ,$121.61 , Belgium,Europe
't Truffeltje,Dendermonde,45,100,EUR,"Modern French, Modern Cuisine",4.1026273,51.0310014,3252224590,https://guide.michelin.com/en/oost-vlaanderen/dendermonde/restaurant/t-truffeltje,https://www.truffeltje.be/,1 MICHELIN Star,$49.75 ,$110.55 , Belgium,Europe
Kommilfoo,Antwerpen,45,120,EUR,Creative,4.392667,51.2111875,3232373000,https://guide.michelin.com/en/antwerpen/be-antwerpen/restaurant/kommilfoo,https://www.restaurantkommilfoo.be/,1 MICHELIN Star,$49.75 ,$132.66 , Belgium,Europe
Zur Post,Saint Vith,65,129,EUR,Modern Cuisine,6.12611,50.28043,3280228027,https://guide.michelin.com/en/liege/sankt-vith/restaurant/zur-post210392,https://www.hotelzurpost.be/,1 MICHELIN Star,$71.86 ,$142.61 , Belgium,Europe
De Pastorie,Lichtaart,50,130,EUR,Modern Cuisine,4.9241458,51.2260206,3214557786,https://guide.michelin.com/en/antwerpen/lichtaart/restaurant/de-pastorie209876,https://www.restaurantdepastorie.be/,1 MICHELIN Star,$55.28 ,$143.72 , Belgium,Europe
Sans Cravate,Brugge,49,129,EUR,"Creative French, Creative",3.2381662,51.2123748,3250678310,https://guide.michelin.com/en/west-vlaanderen/brugge/restaurant/sans-cravate,https://www.sanscravate.be/,1 MICHELIN Star,$54.17 ,$142.61 , Belgium,Europe
OAK,Gent,99,129,EUR,"World Cuisine, Creative French",3.7109243,51.0560613,3293539050,https://guide.michelin.com/en/oost-vlaanderen/gent/restaurant/oak,https://www.oakgent.be/,1 MICHELIN Star,$109.45 ,$142.61 , Belgium,Europe
Le Pilori,Écaussinnes-Lalaing,39,95,EUR,Modern French,4.1795447,50.5701335,3267442318,https://guide.michelin.com/en/hainaut/caussinnes-lalaing/restaurant/le-pilori,https://www.pilori.be/,1 MICHELIN Star,$43.11 ,$105.02 , Belgium,Europe
La Belle,Geel,58,145,EUR,Creative French,5.0637505,51.1630964,3214708451,https://guide.michelin.com/en/antwerpen/geel/restaurant/la-belle,https://www.la-belle.be/,1 MICHELIN Star,$64.12 ,$160.30 , Belgium,Europe
Innesto,Houthalen,45,125,EUR,Creative,5.3738466,51.0217641,3211525525,https://guide.michelin.com/en/be-limburg/houthalen/restaurant/innesto,https://www.innesto.be/,1 MICHELIN Star,$49.75 ,$138.19 , Belgium,Europe
Bistro Racine,Braine-le-Château,35,85,EUR,Modern Cuisine,4.2731124,50.6819781,3223661051,https://guide.michelin.com/en/brabant-wallon/braine-le-chteau/restaurant/bistro-racine,https://www.bistroracine.be/,1 MICHELIN Star,$38.69 ,$93.97 , Belgium,Europe
Auberge de Herborist,Sint-Andries,68,140,EUR,"Market Cuisine, Creative",3.1631717,51.1670423,3250387600,https://guide.michelin.com/en/west-vlaanderen/sint-andries/restaurant/auberge-de-herborist,https://www.aubergedeherborist.be/,1 MICHELIN Star,$75.17 ,$154.77 , Belgium,Europe
Boo Raan,Knokke,39,45,EUR,"Thai, Traditional Cuisine",3.2893828,51.3397049,32476303048,https://guide.michelin.com/en/west-vlaanderen/knokke/restaurant/boo-raan,https://www.booraan.be/,1 MICHELIN Star,$43.11 ,$49.75 , Belgium,Europe
Le Château de Strainchamps,Fauvillers,70,130,EUR,Modern French,5.683136,49.879036,3263600812,https://guide.michelin.com/en/be-luxembourg/fauvillers/restaurant/le-chateau-de-strainchamps,https://www.chateaudestrainchamps.com/,1 MICHELIN Star,$77.39 ,$143.72 , Belgium,Europe
Publiek,Gent,41,101,EUR,Modern Cuisine,3.7329199,51.0577511,3293300486,https://guide.michelin.com/en/oost-vlaanderen/gent/restaurant/publiek,https://www.publiekgent.be/,1 MICHELIN Star,$45.33 ,$111.66 , Belgium,Europe
La Ligne Rouge,Plancenoit,44,110,EUR,Modern French,4.4135615,50.6647798,3223850531,https://guide.michelin.com/en/brabant-wallon/plancenoit/restaurant/la-ligne-rouge,https://www.lalignerouge.be/,1 MICHELIN Star,$48.64 ,$121.61 , Belgium,Europe
Héliport Brasserie,Liège,42,92,EUR,Creative French,5.5961592,50.5789946,3243662820,https://guide.michelin.com/en/liege/liege/restaurant/heliport-brasserie,http://www.heliportbrasserie.be/,1 MICHELIN Star,$46.43 ,$101.71 , Belgium,Europe
Da Mimmo,Woluwe-Saint-Lambert,55,165,EUR,Italian,4.418125,50.8435331,3227715860,https://guide.michelin.com/en/bruxelles-capitale/woluwe-saint-lambert/restaurant/da-mimmo209466,https://www.da-mimmo.be/,1 MICHELIN Star,$60.80 ,$182.41 , Belgium,Europe
Au Gré du Vent,Seneffe,45,121,EUR,Market Cuisine,4.2619825,50.5161633,3264336601,https://guide.michelin.com/en/hainaut/seneffe/restaurant/au-gre-du-vent,https://www.resto-augreduvent.be/,1 MICHELIN Star,$49.75 ,$133.77 , Belgium,Europe
Dôme,Antwerpen,85,120,EUR,Classic French,4.4264854,51.2061996,3232399003,https://guide.michelin.com/en/antwerpen/be-antwerpen/restaurant/dome,https://www.domeantwerp.be/,1 MICHELIN Star,$93.97 ,$132.66 , Belgium,Europe
Couvert Couvert,Heverlee,50,135,EUR,"Creative, Modern Cuisine",4.6596864,50.8629609,3216296979,https://guide.michelin.com/en/vlaams-brabant/heverlee/restaurant/couvert-couvert,https://www.couvertcouvert.be/,1 MICHELIN Star,$55.28 ,$149.24 , Belgium,Europe
Goffin,Sint-Kruis,50,105,EUR,Modern Cuisine,3.2417056,51.2119551,3250687788,https://guide.michelin.com/en/west-vlaanderen/sint-kruis/restaurant/goffin,https://www.timothygoffin.be/,1 MICHELIN Star,$55.28 ,$116.08 , Belgium,Europe
