Name,City,MinPrice,MaxPrice,Currency,Cuisine,Longitude,Latitude,PhoneNumber,Url,WebsiteUrl,Award, Converted MinPrice , Converted MaxPrice ,Country,Region
Dominique Bouchet,Paris,68,145,EUR,Classic Cuisine,2.31413,48.87706,33145610946,https://guide.michelin.com/en/ile-de-france/paris/restaurant/dominique-bouchet,https://www.dominique-bouchet.com/,1 MICHELIN Star,$75.17 ,$160.30 , France,Europe
L'Observatoire du Gabriel,Bordeaux,49,160,EUR,"Modern Cuisine, Creative",-0.5706004,44.841366,33556300080,https://guide.michelin.com/en/nouvelle-aquitaine/bordeaux/restaurant/l-observatoire-du-gabriel,https://www.bordeaux-gabriel.fr/,1 MICHELIN Star,$54.17 ,$176.88 , France,Europe
Le Marcq,Marcq-en-Barœul,34,76,EUR,Modern Cuisine,3.0976061,50.6624168,33320008048,https://guide.michelin.com/en/hauts-de-france/marcq-en-barul/restaurant/le-marcq,https://www.lemarcq.fr/,1 MICHELIN Star,$37.59 ,$84.02 , France,Europe
La Table du Gourmet,Riquewihr,55,162,EUR,"Creative, Modern Cuisine",7.29731,48.16645,33389490909,https://guide.michelin.com/en/grand-est/riquewihr/restaurant/la-table-du-gourmet,https://www.jlbrendel.com/,1 MICHELIN Star,$60.80 ,$179.09 , France,Europe
L'Axel,Fontainebleau,50,160,EUR,Modern Cuisine,2.6967392,48.4051841,33164220157,https://guide.michelin.com/en/ile-de-france/fontainebleau/restaurant/l-axel,http://www.laxel-restaurant.com/,1 MICHELIN Star,$55.28 ,$176.88 , France,Europe
Auberge Grand'Maison,Mûr-de-Bretagne,61,77,EUR,Traditional Cuisine,-2.9869249,48.201112,33296285110,https://guide.michelin.com/en/bretagne/mr-de-bretagne/restaurant/auberge-grand-maison,https://www.auberge-grand-maison.com/,1 MICHELIN Star,$67.44 ,$85.12 , France,Europe
Lait Thym Sel,Angers,92,92,EUR,Creative,-0.56148,47.47502,33241720864,https://guide.michelin.com/en/pays-de-la-loire/angers/restaurant/lait-thym-sel,http://www.laitthymsel.fr,1 MICHELIN Star,$101.71 ,$101.71 , France,Europe
La Grande Cascade,Paris,105,215,EUR,Modern Cuisine,2.2404327,48.862778,33145273351,https://guide.michelin.com/en/ile-de-france/paris/restaurant/la-grande-cascade,https://www.restaurantsparisiens.com/,1 MICHELIN Star,$116.08 ,$237.69 , France,Europe
Haut Bonheur de la Table,Cassel,48,60,EUR,Modern Cuisine,2.4857285,50.7999474,33328405103,https://guide.michelin.com/en/hauts-de-france/cassel/restaurant/haut-bonheur-de-la-table,https://www.hautbonheurdelatable.com/,1 MICHELIN Star,$53.06 ,$66.33 , France,Europe
Le Baudelaire,Paris,62,150,EUR,Modern Cuisine,2.3257735,48.8680116,33171194911,https://guide.michelin.com/en/ile-de-france/paris/restaurant/le-baudelaire,https://www.leburgundy.com/,1 MICHELIN Star,$68.54 ,$165.83 , France,Europe
Les Genêts,Brem-sur-Mer,29,75,EUR,Modern Cuisine,-1.8350415,46.605894,33251968159,https://guide.michelin.com/en/pays-de-la-loire/brem-sur-mer/restaurant/les-genets,https://www.restaurant-les-genets.fr/,1 MICHELIN Star,$32.06 ,$82.91 , France,Europe
La Barbacane,Carcassonne,45,130,EUR,Classic Cuisine,2.3630689,43.2055139,33468719871,https://guide.michelin.com/en/occitanie/carcassonne/restaurant/la-barbacane,http://www.cite-hotels.com/fr/etablissements/restaurant-la-barbacane.html,1 MICHELIN Star,$49.75 ,$143.72 , France,Europe
Colette,Saint-Tropez,106,146,EUR,Modern Cuisine,6.65567,43.26579,33494445311,https://guide.michelin.com/en/provence-alpes-cote-dazur/saint-tropez/restaurant/colette-1192024,https://www.colettesainttropez.com/,1 MICHELIN Star,$117.18 ,$161.40 , France,Europe
Le Charlemagne,Pernand-Vergelesses,70,100,EUR,Creative,4.8497698,47.0772707,33380215145,https://guide.michelin.com/en/bourgogne-franche-comte/pernand-vergelesses/restaurant/le-charlemagne,https://www.lecharlemagne.fr/,1 MICHELIN Star,$77.39 ,$110.55 , France,Europe
La Table d'Uzès,Uzès,72,125,EUR,Modern Cuisine,4.4213073,44.0128313,33466200700,https://guide.michelin.com/en/occitanie/uzs/restaurant/la-table-d-uzes,https://www.lamaisonduzes.fr/,1 MICHELIN Star,$79.60 ,$138.19 , France,Europe
Soléna,Bordeaux,39,98,EUR,Modern Cuisine,-0.5903561,44.8405363,33557532806,https://guide.michelin.com/en/nouvelle-aquitaine/bordeaux/restaurant/solena,https://www.solena-restaurant.com/,1 MICHELIN Star,$43.11 ,$108.34 , France,Europe
Albert 1er,Chamonix-Mont-Blanc,85,176,EUR,Classic Cuisine,6.8739886,45.9249264,33450530509,https://guide.michelin.com/en/auvergne-rhone-alpes/chamonix-mont-blanc/restaurant/albert-1er,http://www.hameaualbert.fr,1 MICHELIN Star,$93.97 ,$194.57 , France,Europe
Pollen,Avignon,35,80,EUR,Creative,4.8035568,43.9493415,33486349374,https://guide.michelin.com/en/provence-alpes-cote-dazur/avignon/restaurant/pollen1000267,https://www.pollen-restaurant.fr/,1 MICHELIN Star,$38.69 ,$88.44 , France,Europe
L'Hysope,La Jarrie,53,145,EUR,Creative,-1.0098755,46.1295087,33546685221,https://guide.michelin.com/en/nouvelle-aquitaine/la-jarrie/restaurant/l-hysope,https://www.lhysope.fr/,1 MICHELIN Star,$58.59 ,$160.30 , France,Europe
Le Jardin de Berne,Lorgues,120,260,EUR,Modern Cuisine,6.3570383,43.5074444,33494604979,https://guide.michelin.com/en/provence-alpes-cote-dazur/lorgues/restaurant/le-jardin-de-berne,https://www.chateauberne.com/,1 MICHELIN Star,$132.66 ,$287.43 , France,Europe
La Table - Hôtel Clarance,Lille,55,115,EUR,Modern Cuisine,3.0571817,50.638729,33359363559,https://guide.michelin.com/en/hauts-de-france/lille/restaurant/la-table,https://www.clarancehotel.com/,1 MICHELIN Star,$60.80 ,$127.13 , France,Europe
La Table des Merville,Castanet-Tolosan,35,110,EUR,Modern Cuisine,1.4983052,43.5151273,33562712425,https://guide.michelin.com/en/occitanie/castanet-tolosan/restaurant/la-table-des-merville,http://www.table-des-merville.fr/,1 MICHELIN Star,$38.69 ,$121.61 , France,Europe
La Table du Connétable - Auberge du Jeu de Paume,Chantilly,105,145,EUR,Modern Cuisine,2.4797287,49.1945904,33344655000,https://guide.michelin.com/en/hauts-de-france/chantilly/restaurant/la-table-du-connetable,https://www.aubergedujeudepaumechantilly.fr/,1 MICHELIN Star,$116.08 ,$160.30 , France,Europe
Le Donjon - Domaine Saint-Clair,Etretat,35,110,EUR,Modern Cuisine,0.21289,49.70639,33235270823,https://guide.michelin.com/en/normandie/tretat/restaurant/le-donjon-domaine-saint-clair,https://www.hoteletretat.com/,1 MICHELIN Star,$38.69 ,$121.61 , France,Europe
Le Corot,Ville-d'Avray,95,150,EUR,Creative,2.1830307,48.8220549,33141153700,https://guide.michelin.com/en/ile-de-france/ville-d-avray/restaurant/le-corot,https://www.etangs-corot.com/,1 MICHELIN Star,$105.02 ,$165.83 , France,Europe
Restaurant Pierre Grein,Manosque,100,150,EUR,Modern Cuisine,5.7991959,43.8316661,33492724186,https://guide.michelin.com/en/provence-alpes-cote-dazur/manosque/restaurant/le-bistronomique,http://www.restaurantpierregrein.fr,1 MICHELIN Star,$110.55 ,$165.83 , France,Europe
La Mère Germaine,Châteauneuf-du-Pape,70,130,EUR,Modern Cuisine,4.8315131,44.0557551,33490227834,https://guide.michelin.com/en/provence-alpes-cote-dazur/chteauneuf-du-pape/restaurant/la-mere-germaine-2058,https://www.lameregermaine-chateauneufdupape.fr/,1 MICHELIN Star,$77.39 ,$143.72 , France,Europe
La Table de Castigno,Assignan,55,110,EUR,Modern Cuisine,2.8876408,43.3983603,33467243495,https://guide.michelin.com/en/occitanie/assignan/restaurant/la-table-de-castigno,https://villagecastigno.com/,1 MICHELIN Star,$60.80 ,$121.61 , France,Europe
La Table de la Ferme,Murtoli,305,305,EUR,"Corsican, Modern Cuisine",8.9469027,41.5229756,33495716924,https://guide.michelin.com/en/corse/murtoli/restaurant/la-table-de-la-ferme,https://www.murtoli.com/,1 MICHELIN Star,$337.18 ,$337.18 , France,Europe
Le Prince Noir - Vivien Durand,Lormont,60,125,EUR,Modern Cuisine,-0.5288223,44.8780815,33556061252,https://guide.michelin.com/en/nouvelle-aquitaine/lormont/restaurant/le-prince-noir-vivien-durand,https://www.leprincenoir-restaurant.fr/,1 MICHELIN Star,$66.33 ,$138.19 , France,Europe
Buerehiesel,Strasbourg,46,119,EUR,Modern Cuisine,7.7753396,48.59115,33388455665,https://guide.michelin.com/en/grand-est/strasbourg/restaurant/buerehiesel,https://www.buerehiesel.fr/,1 MICHELIN Star,$50.85 ,$131.56 , France,Europe
Villa de l'Étang Blanc,Seignosse,40,85,EUR,Modern Cuisine,-1.3616463,43.7016289,33558728015,https://guide.michelin.com/en/nouvelle-aquitaine/seignosse/restaurant/villa-de-l-etang-blanc,https://www.villaetangblanc.fr/,1 MICHELIN Star,$44.22 ,$93.97 , France,Europe
Le Gindreau,Saint-Médard,75,159,EUR,Creative,1.2913203,44.5383407,33565362227,https://guide.michelin.com/en/occitanie/saint-mdard/restaurant/le-gindreau,http://www.legindreau.com/,1 MICHELIN Star,$82.91 ,$175.78 , France,Europe
Auberge au Bœuf,Sessenheim,38,102,EUR,Modern Cuisine,7.9858523,48.7993778,33388869714,https://guide.michelin.com/en/grand-est/sessenheim/restaurant/auberge-au-b%C5%93uf,https://www.auberge-au-boeuf.fr/,1 MICHELIN Star,$42.01 ,$112.76 , France,Europe
Fleur de Pavé,Paris,45,110,EUR,"Creative, Modern Cuisine",2.34333,48.8677,33140263887,https://guide.michelin.com/en/ile-de-france/paris/restaurant/fleur-de-pave,http://www.fleurdepave.com/,1 MICHELIN Star,$49.75 ,$121.61 , France,Europe
Auberge de Montfleury,Villeneuve-de-Berg,30,98,EUR,Modern Cuisine,4.4711772,44.5636155,33475947413,https://guide.michelin.com/en/auvergne-rhone-alpes/villeneuve-de-berg/restaurant/auberge-de-montfleury,https://www.auberge-de-montfleury.fr/,1 MICHELIN Star,$33.17 ,$108.34 , France,Europe
Pierre Reboul,Aix-en-Provence,89,159,EUR,Creative,5.4047211,43.5084768,33442522727,https://guide.michelin.com/en/provence-alpes-cote-dazur/aix-en-provence/restaurant/pierre-reboul,https://www.chateaudelapioline.com/,1 MICHELIN Star,$98.39 ,$175.78 , France,Europe
La Bonne Étape,Château-Arnoux,88,135,EUR,Provençal,6.010534,44.0935978,33492640009,https://guide.michelin.com/en/provence-alpes-cote-dazur/chteau-arnoux/restaurant/la-bonne-etape,https://www.bonneetape.com/,1 MICHELIN Star,$97.29 ,$149.24 , France,Europe
Le George,Paris,70,135,EUR,Italian,2.30105,48.86858,33149527209,https://guide.michelin.com/en/ile-de-france/paris/restaurant/le-george,https://www.legeorge.com/,1 MICHELIN Star,$77.39 ,$149.24 , France,Europe
Alliance,Paris,59,195,EUR,Modern Cuisine,2.3532787,48.8500098,33175515754,https://guide.michelin.com/en/ile-de-france/paris/restaurant/alliance,https://www.restaurant-alliance.fr/,1 MICHELIN Star,$65.23 ,$215.57 , France,Europe
Nomicos,Paris,55,162,EUR,Modern Cuisine,2.2829104,48.8702241,33156281616,https://guide.michelin.com/en/ile-de-france/paris/restaurant/nomicos,https://www.nomicos.fr/,1 MICHELIN Star,$60.80 ,$179.09 , France,Europe
Roscanvec,Vannes,38,110,EUR,Modern Cuisine,-2.7579707,47.6572181,33297471596,https://guide.michelin.com/en/bretagne/vannes/restaurant/roscanvec,http://www.roscanvec.com,1 MICHELIN Star,$42.01 ,$121.61 , France,Europe
Château d'Adoménil,Lunéville,75,160,EUR,Traditional Cuisine,6.4630197,48.5647471,33383740481,https://guide.michelin.com/en/grand-est/lunville/restaurant/chateau-d-adomenil,http://www.adomenil.com/,1 MICHELIN Star,$82.91 ,$176.88 , France,Europe
Table - Bruno Verjus,Paris,180,400,EUR,Modern Cuisine,2.3759654,48.8486151,33143431226,https://guide.michelin.com/en/ile-de-france/paris/restaurant/table-bruno-verjus,https://www.table.paris/,1 MICHELIN Star,$198.99 ,$442.21 , France,Europe
Aspic,Paris,95,95,EUR,Modern Cuisine,2.3436245,48.8791753,33982493098,https://guide.michelin.com/en/ile-de-france/paris/restaurant/aspic,https://www.aspic-restaurant.fr/,1 MICHELIN Star,$105.02 ,$105.02 , France,Europe
L'Aquarelle,Breuillet,56,130,EUR,Creative,-1.0397569,45.6858748,33546221138,https://guide.michelin.com/en/nouvelle-aquitaine/breuillet/restaurant/l-aquarelle,https://www.laquarelle.net/,1 MICHELIN Star,$61.91 ,$143.72 , France,Europe
Les Trois Soleils de Montal,Saint-Céré,38,98,EUR,Modern Cuisine,1.8642524,44.8626981,33565101616,https://guide.michelin.com/en/occitanie/saint-cr/restaurant/les-trois-soleils-de-montal,http://www.3soleils.fr,1 MICHELIN Star,$42.01 ,$108.34 , France,Europe
Auberge Le Prieuré,Moirax,33,89,EUR,Creative,0.6089812,44.1408186,33553475955,https://guide.michelin.com/en/nouvelle-aquitaine/moirax/restaurant/auberge-le-prieure,https://www.aubergeleprieure.fr/,1 MICHELIN Star,$36.48 ,$98.39 , France,Europe
La Source,Saint-Galmier,59,90,EUR,Modern Cuisine,4.3105689,45.588937,33477527500,https://guide.michelin.com/en/auvergne-rhone-alpes/saint-galmier/restaurant/la-source,https://www.lacharpiniere.com/,1 MICHELIN Star,$65.23 ,$99.50 , France,Europe
Récif - Les Roches Rouges,Saint-Raphaël,128,152,EUR,Provençal,6.8375024,43.4167856,33489814060,https://guide.michelin.com/en/provence-alpes-cote-dazur/saint-raphal/restaurant/la-terrasse,https://www.beaumier.com/fr/proprietes/hotel-les-roches-rouges/restaurants/,1 MICHELIN Star,$141.51 ,$168.04 , France,Europe
Le Pousse-Pied,La Tranche-sur-Mer,35,75,EUR,Seafood,-1.4044731,46.3480978,33251562395,https://guide.michelin.com/en/pays-de-la-loire/la-tranche-sur-mer/restaurant/le-pousse-pied,https://www.lepoussepied.fr/,1 MICHELIN Star,$38.69 ,$82.91 , France,Europe
Roza,Nantes,30,75,EUR,"Modern Cuisine, Creative",-1.56527,47.21321,33240540187,https://guide.michelin.com/en/pays-de-la-loire/nantes/restaurant/roza,https://www.restaurantroza.com/,1 MICHELIN Star,$33.17 ,$82.91 , France,Europe
Origines,Le Broc,36,130,EUR,Modern Cuisine,3.2440696,45.501934,33473717171,https://guide.michelin.com/en/auvergne-rhone-alpes/le-broc/restaurant/origines,https://www.restaurant-origines.fr/,1 MICHELIN Star,$39.80 ,$143.72 , France,Europe
Les Clefs d'Argent,Mont-de-Marsan,26,88,EUR,Creative,-0.5127259,43.8871612,33558061645,https://guide.michelin.com/en/nouvelle-aquitaine/mont-de-marsan/restaurant/les-clefs-d-argent,https://www.clefs-dargent.com/,1 MICHELIN Star,$28.74 ,$97.29 , France,Europe
La Promenade,Le Petit-Pressigny,55,125,EUR,Modern Cuisine,0.9188379,46.920786,33247949352,https://guide.michelin.com/en/centre-val-de-loire/le-petit-pressigny/restaurant/la-promenade,https://www.restaurantdallaislapromenade.com/,1 MICHELIN Star,$60.80 ,$138.19 , France,Europe
Le Jules Verne,Paris,135,245,EUR,Modern Cuisine,2.2945324,48.858232,33172761661,https://guide.michelin.com/en/ile-de-france/paris/restaurant/le-jules-verne,https://www.restaurants-toureiffel.com/fr/restaurant-jules-verne.html,1 MICHELIN Star,$149.24 ,$270.85 , France,Europe
Lamartine,Le Bourget-du-Lac,75,120,EUR,Modern Cuisine,5.8526536,45.6762739,33479250103,https://guide.michelin.com/en/auvergne-rhone-alpes/le-bourget-du-lac/restaurant/lamartine,https://www.lamartine-marin.com/,1 MICHELIN Star,$82.91 ,$132.66 , France,Europe
Auguste,Paris,39,120,EUR,Modern Cuisine,2.317003,48.8561689,33145516109,https://guide.michelin.com/en/ile-de-france/paris/restaurant/auguste,https://www.restaurantauguste.fr/,1 MICHELIN Star,$43.11 ,$132.66 , France,Europe
Apicius,Clermont-Ferrand,79,145,EUR,Creative,3.0827699,45.7793794,33473911361,https://guide.michelin.com/en/auvergne-rhone-alpes/clermont-ferrand/restaurant/apicius205570,https://www.apicius-clermont.com/,1 MICHELIN Star,$87.34 ,$160.30 , France,Europe
Le Lièvre Gourmand,Orléans,47,88,EUR,"Fusion, Creative",1.9104472,47.8980213,33238536614,https://guide.michelin.com/en/centre-val-de-loire/orleans/restaurant/le-lievre-gourmand,http://www.lelievregourmand.com/,1 MICHELIN Star,$51.96 ,$97.29 , France,Europe
Château de Massillan,Uchaux,75,115,EUR,Modern Cuisine,4.79443,44.23381,33490406451,https://guide.michelin.com/en/provence-alpes-cote-dazur/uchaux/restaurant/chateau-de-massillan,https://www.chateaudemassillan.fr/,1 MICHELIN Star,$82.91 ,$127.13 , France,Europe
La Signoria,Calvi,122,195,EUR,Modern Cuisine,8.7846305,42.536832,33495659300,https://guide.michelin.com/en/corse/calvi/restaurant/la-signoria,https://www.hotel-la-signoria.com/,1 MICHELIN Star,$134.87 ,$215.57 , France,Europe
L'Aparté,Montrabé,32,105,EUR,Modern Cuisine,1.5104515,43.6449042,33534264344,https://guide.michelin.com/en/occitanie/montrab/restaurant/l-aparte,https://www.restaurant-laparte.fr/,1 MICHELIN Star,$35.38 ,$116.08 , France,Europe
Numéro 3,Le Tremblay-sur-Mauldre,55,70,EUR,Modern Cuisine,1.8770687,48.777504,33134878096,https://guide.michelin.com/en/ile-de-france/le-tremblay-sur-mauldre/restaurant/numero-3,https://www.restaurant-numero3.fr/,1 MICHELIN Star,$60.80 ,$77.39 , France,Europe
Frédéric Doucet,Charolles,98,130,EUR,Modern Cuisine,4.2751453,46.4334903,33385241132,https://guide.michelin.com/en/bourgogne-franche-comte/charolles/restaurant/frederic-doucet,https://www.maison-doucet.com/,1 MICHELIN Star,$108.34 ,$143.72 , France,Europe
1131 - Abbaye de la Bussière,La Bussière-sur-Ouche,98,135,EUR,Modern Cuisine,4.7241758,47.2157221,33380490229,https://guide.michelin.com/en/bourgogne-franche-comte/la-bussire-sur-ouche/restaurant/1131,https://www.abbayedelabussiere.fr/,1 MICHELIN Star,$108.34 ,$149.24 , France,Europe
L'Allée des Vignes,Cajarc,59,107,EUR,Creative,1.8436405,44.4848484,33565116187,https://guide.michelin.com/en/occitanie/cajarc/restaurant/l-allee-des-vignes,https://www.alleedesvignes.com/,1 MICHELIN Star,$65.23 ,$118.29 , France,Europe
ERH,Paris,80,140,EUR,Modern Cuisine,2.3494971,48.8644218,33145084937,https://guide.michelin.com/en/ile-de-france/paris/restaurant/erh,https://www.restaurant-erh.com/,1 MICHELIN Star,$88.44 ,$154.77 , France,Europe
La Vieille Tour,Cellettes,49,79,EUR,"Modern Cuisine, Creative",1.3830315,47.5257537,33254746715,https://guide.michelin.com/en/centre-val-de-loire/cellettes/restaurant/la-vieille-tour70104,https://www.restaurant-la-vieille-tour-blois.com/,1 MICHELIN Star,$54.17 ,$87.34 , France,Europe
Nature,Armentières,28,72,EUR,Modern Cuisine,2.8835219,50.686583,33320879305,https://guide.michelin.com/en/hauts-de-france/armentires/restaurant/nature,https://www.restaurant-nature.com/,1 MICHELIN Star,$30.95 ,$79.60 , France,Europe
Lalique,Bommes,95,165,EUR,Modern Cuisine,-0.3374123,44.5493811,33524228011,https://guide.michelin.com/en/nouvelle-aquitaine/bommes/restaurant/lalique,https://www.lafauriepeyragueylalique.com/,1 MICHELIN Star,$105.02 ,$182.41 , France,Europe
Le Restaurant des Rois - La Réserve de Beaulieu,Beaulieu-sur-Mer,220,280,EUR,Modern Cuisine,7.3350726,43.7059919,33493010001,https://guide.michelin.com/en/provence-alpes-cote-dazur/beaulieu-sur-mer/restaurant/restaurant-des-rois,https://www.reservebeaulieu.fr,1 MICHELIN Star,$243.21 ,$309.54 , France,Europe
Le Carmin,Beaune,38,128,EUR,Modern Cuisine,4.8377091,47.0225391,33380242242,https://guide.michelin.com/en/bourgogne-franche-comte/beaune/restaurant/le-carmin,https://www.restaurant-lecarmin.com/,1 MICHELIN Star,$42.01 ,$141.51 , France,Europe
Moulin de Rosmadec,Pont-Aven,47,117,EUR,Modern Cuisine,-3.7479562,47.8549886,33298060022,https://guide.michelin.com/en/bretagne/pont-aven/restaurant/moulin-de-rosmadec,https://www.rosmadec.com/,1 MICHELIN Star,$51.96 ,$129.34 , France,Europe
L'Évidence,Montbazon,39,120,EUR,"Creative, Modern Cuisine",0.7133543,47.2873108,33247386736,https://guide.michelin.com/en/centre-val-de-loire/montbazon/restaurant/l-evidence,http://www.restaurant-levidence.com/,1 MICHELIN Star,$43.11 ,$132.66 , France,Europe
Ô Flaveurs,Douvaine,53,145,EUR,Modern Cuisine,6.3136031,46.3010727,33450354655,https://guide.michelin.com/en/auvergne-rhone-alpes/douvaine/restaurant/o-flaveurs,https://www.oflaveurs.com/,1 MICHELIN Star,$58.59 ,$160.30 , France,Europe
Le Pressoir,Saint-Avé,36,110,EUR,Creative,-2.7508368,47.6966578,33297608763,https://guide.michelin.com/en/bretagne/saint-av/restaurant/le-pressoir,http://www.le-pressoir.fr,1 MICHELIN Star,$39.80 ,$121.61 , France,Europe
Radio,Chamalières,35,110,EUR,Modern Cuisine,3.0620044,45.7700755,33473308783,https://guide.michelin.com/en/auvergne-rhone-alpes/chamalires/restaurant/radio10778,https://www.hotel-radio.fr/,1 MICHELIN Star,$38.69 ,$121.61 , France,Europe
Claude Darroze,Langon,39,129,EUR,Classic Cuisine,-0.24663,44.55305,33556630048,https://guide.michelin.com/en/nouvelle-aquitaine/langon/restaurant/claude-darroze,https://www.darroze.com/,1 MICHELIN Star,$43.11 ,$142.61 , France,Europe
La Chapelle Saint-Martin,Saint-Martin-du-Fault,75,234,EUR,Modern Cuisine,1.1789789,45.8923765,33555758017,https://guide.michelin.com/en/nouvelle-aquitaine/saint-martin-du-fault/restaurant/chapelle-saint-martin,https://www.chapellesaintmartin.com/,1 MICHELIN Star,$82.91 ,$258.69 , France,Europe
Les Foudres,Cognac,130,135,EUR,Modern Cuisine,-0.3319909,45.6901292,33517223223,https://guide.michelin.com/en/nouvelle-aquitaine/cognac/restaurant/les-foudres,https://www.chaismonnethotel.com/,1 MICHELIN Star,$143.72 ,$149.24 , France,Europe
ES,Paris,95,180,EUR,"Modern Cuisine, Creative",2.3211774,48.856449,33145512574,https://guide.michelin.com/en/ile-de-france/paris/restaurant/es,https://www.es-restaurant.fr/,1 MICHELIN Star,$105.02 ,$198.99 , France,Europe
Le 7ème Continent,Rixheim,38,115,EUR,Modern Cuisine,7.4034533,47.7479256,33389642485,https://guide.michelin.com/en/grand-est/rixheim/restaurant/le-7eme-continent,https://www.le7emecontinent.com/,1 MICHELIN Star,$42.01 ,$127.13 , France,Europe
Auberge des Saints Pères,Aulnay-sous-Bois,46,90,EUR,Creative,2.48955,48.92,33148666211,https://guide.michelin.com/en/ile-de-france/aulnay-sous-bois/restaurant/auberge-des-saints-peres,https://www.auberge-des-saints-peres.fr/,1 MICHELIN Star,$50.85 ,$99.50 , France,Europe
La Table du 11,Versailles,44,105,EUR,Modern Cuisine,2.1233414,48.8028642,33983347600,https://guide.michelin.com/en/ile-de-france/versailles/restaurant/la-table-du-11,https://www.latabledu11.com/,1 MICHELIN Star,$48.64 ,$116.08 , France,Europe
Frédéric Simonin,Paris,60,162,EUR,Modern Cuisine,2.2943549,48.8799546,33145747474,https://guide.michelin.com/en/ile-de-france/paris/restaurant/frederic-simonin,https://www.fredericsimonin.com/,1 MICHELIN Star,$66.33 ,$179.09 , France,Europe
Auberge de la Mine,La Ferrière-aux-Étangs,45,81,EUR,Modern Cuisine,-0.5222974,48.6471975,33233669110,https://guide.michelin.com/en/normandie/la-ferrire-aux-tangs/restaurant/auberge-de-la-mine,https://www.aubergedelamine.com/,1 MICHELIN Star,$49.75 ,$89.55 , France,Europe
Auberge à la Bonne Idée,Saint-Jean-aux-Bois,84,162,EUR,Modern Cuisine,2.9054636,49.3487591,33344428409,https://guide.michelin.com/en/hauts-de-france/saint-jean-aux-bois/restaurant/auberge-a-la-bonne-idee,,1 MICHELIN Star,$92.86 ,$179.09 , France,Europe
Alchémille,Kaysersberg,80,140,EUR,"Modern Cuisine, Creative",7.2497298,48.148764,33389276641,https://guide.michelin.com/en/grand-est/kaysersberg/restaurant/l-alchemille,https://www.alchemille.alsace/,1 MICHELIN Star,$88.44 ,$154.77 , France,Europe
Le Art,Aix-en-Provence,97,185,EUR,Modern Cuisine,5.478535,43.568911,33484930930,https://guide.michelin.com/en/provence-alpes-cote-dazur/aix-en-provence/restaurant/le-art,https://www.chateaudelagaude.com/,1 MICHELIN Star,$107.23 ,$204.52 , France,Europe
Le Farçon,Courchevel,48,95,EUR,Modern Cuisine,6.5938711,45.4315173,33479088034,https://guide.michelin.com/en/auvergne-rhone-alpes/courchevel/restaurant/le-farcon,https://www.lefarcon.fr/,1 MICHELIN Star,$53.06 ,$105.02 , France,Europe
Quai des Saveurs,Hagondange,75,125,EUR,Modern Cuisine,6.1646539,49.2534752,33387712498,https://guide.michelin.com/en/grand-est/hagondange/restaurant/quai-des-saveurs,https://www.quaidessaveurs.com/,1 MICHELIN Star,$82.91 ,$138.19 , France,Europe
Le Fantin Latour - Stéphane Froidevaux,Grenoble,83,120,EUR,Creative,5.7323825,45.1898486,33476243818,https://guide.michelin.com/en/auvergne-rhone-alpes/grenoble/restaurant/le-fantin-latour-stephane-froidevaux,https://www.fantin-latour.fr/,1 MICHELIN Star,$91.76 ,$132.66 , France,Europe
Maximilien,Zellenberg,38,120,EUR,Modern Cuisine,7.3189306,48.1696477,33389479969,https://guide.michelin.com/en/grand-est/zellenberg/restaurant/maximilien,https://www.le-maximilien.com/,1 MICHELIN Star,$42.01 ,$132.66 , France,Europe
Le Chiquito,Méry-sur-Oise,70,107,EUR,Classic Cuisine,2.1645731,49.0598502,33130364023,https://guide.michelin.com/en/ile-de-france/mry-sur-oise/restaurant/le-chiquito,https://www.lechiquito.fr/,1 MICHELIN Star,$77.39 ,$118.29 , France,Europe
Manoir de Lan-Kerellec,Trébeurden,34,120,EUR,"Seafood, Modern Cuisine",-3.5847022,48.7766651,33296150000,https://guide.michelin.com/en/bretagne/trbeurden/restaurant/manoir-de-lan-kerellec,https://www.lankerellec.com/,1 MICHELIN Star,$37.59 ,$132.66 , France,Europe
La Licorne Royale,Lyons-la-Forêt,69,189,EUR,Modern Cuisine,1.4766068,49.3985891,33232482424,https://guide.michelin.com/en/normandie/lyons-la-fort/restaurant/la-licorne-royale,https://www.hotel-licorne.com/,1 MICHELIN Star,$76.28 ,$208.94 , France,Europe
Auberge Pom'Poire,Azay-le-Rideau,42,98,EUR,Modern Cuisine,0.4450558,47.2830529,33247458300,https://guide.michelin.com/en/centre-val-de-loire/azay-le-rideau/restaurant/auberge-pom-poire,https://www.aubergepompoire.fr/,1 MICHELIN Star,$46.43 ,$108.34 , France,Europe
Ambroisie,Saint-Didier-de-la-Tour,78,140,EUR,Modern Cuisine,5.4875038,45.560381,33474972553,https://guide.michelin.com/en/auvergne-rhone-alpes/saint-didier-de-la-tour/restaurant/ambroisie,https://www.restaurant-ambroisie.fr/,1 MICHELIN Star,$86.23 ,$154.77 , France,Europe
Auberge du Pont d'Acigné,Noyal-sur-Vilaine,40,115,EUR,Modern Cuisine,-1.5346294,48.1305627,33299625255,https://guide.michelin.com/en/bretagne/noyal-sur-vilaine/restaurant/auberge-du-pont-d-acigne,https://www.auberge-du-pont-dacigne.com/,1 MICHELIN Star,$44.22 ,$127.13 , France,Europe
